gene	G14-1	G14-2	G14-3	448T-1	448T-2	448T-3	G179-1	G179-2	G179-3	559T-1	559T-2	559T-3
FAM222A-AS1	0	0	0	1	0	0	1	0	0	6	3	2
FAM222B	193	278	402	232	292	222	470	472	431	327	204	260
FAM225A	0	0	0	2	1	0	0	0	0	1	2	0
FAM225B	2	0	0	6	1	2	0	0	0	0	0	1
FAM227A	27	41	78	98	241	227	236	224	337	220	153	148
FAM227B	3	2	10	6	4	6	29	29	38	26	15	14
FAM228A	0	1	1	2	8	4	5	8	10	5	3	4
FAM228B	16	15	31	77	117	91	144	145	206	65	60	52
FAM229A	4	10	14	27	33	42	11	15	39	14	12	12
FAM229B	49	96	117	109	180	204	386	452	482	229	162	135
FAM230B	3	4	6	4	3	5	16	10	11	9	5	3
FAM24A	0	0	0	0	0	0	0	0	0	0	0	0
FAM24B	0	0	0	0	0	0	0	0	0	17	14	10
FAM24B-CUZD1	0	0	0	0	0	0	0	0	0	0	0	1
FAM25A	0	0	0	0	0	1	0	0	0	0	0	0
FAM26D	0	0	0	0	0	0	5	0	1	0	0	0
FAM26E	0	0	0	0	1	0	66	61	62	0	1	0
FAM26F	0	0	0	0	0	0	5	5	6	1	2	0
FAM27A	1	5	4	1	2	3	9	7	9	1	2	3
FAM27B	0	1	0	0	0	1	0	0	0	0	0	0
FAM27E2	1	0	0	1	4	1	2	2	2	2	0	0
FAM27E3	20	29	17	30	40	21	39	30	59	20	10	13
FAM27L	0	0	0	0	1	1	4	5	13	0	0	0
FAM32A	387	575	597	720	661	754	1323	1531	1562	642	460	430
FAM35A	60	99	90	135	138	123	284	215	151	85	52	47
FAM35BP	0	0	0	0	0	0	0	0	0	0	0	0
FAM35DP	0	0	0	1	1	1	0	1	2	0	1	0
FAM3A	282	413	463	295	337	440	599	716	898	264	205	205
FAM3B	1	1	0	0	0	2	0	1	0	0	0	0
FAM3C	1402	2037	2456	1045	999	974	3129	3002	2766	1443	1037	1108
FAM3D	0	0	0	0	0	0	0	1	0	0	0	0
FAM41C	10	16	17	19	30	27	38	32	38	52	25	21
FAM43A	0	2	1	3	4	5	412	396	202	352	186	318
FAM43B	4	4	4	4	33	22	1	4	10	30	14	14
FAM45A	0	2	1	0	4	2	0	0	3	1	0	0
FAM45B	4	2	4	9	6	15	27	23	18	5	0	0
FAM46A	115	131	129	46	71	65	1028	930	826	146	125	142
FAM46B	9	34	34	11	18	15	15	26	9	19	23	8
FAM46C	29	26	58	4	1	4	34	22	32	1	2	7
FAM46D	0	0	0	0	0	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	0	0	0	0	0
FAM47E	0	4	9	9	18	21	23	39	42	13	10	3
FAM47E-STBD1	0	0	0	0	0	0	0	1	0	0	0	0
FAM49A	17	12	18	542	684	845	453	499	574	604	371	403
FAM49B	417	615	651	341	427	500	2081	1862	1540	425	281	279
FAM50A	552	840	955	588	630	706	1424	1596	1605	620	425	388
FAM50B	3	2	12	0	1	0	56	47	61	15	5	2
FAM53A	5	11	8	5	9	6	24	34	43	6	0	3
FAM53B	137	186	215	1187	1205	1381	708	880	1228	284	196	186
FAM53C	464	653	829	589	736	764	1154	1329	1461	813	660	576
FAM57A	309	483	508	152	169	178	367	367	360	302	203	174
FAM57B	8	10	10	56	37	42	37	35	46	36	34	31
FAM58A	123	166	166	133	136	166	209	198	167	99	71	94
FAM60A	457	734	690	265	202	228	399	368	287	420	250	267
FAM63A	61	95	180	170	261	303	859	1287	1654	254	208	213
FAM63B	181	235	291	150	198	176	395	495	587	332	217	227
FAM64A	356	414	368	310	168	193	1263	831	550	451	242	210
FAM65A	591	890	969	593	695	736	2092	2217	2253	823	588	673
FAM65B	382	650	631	10	17	22	3055	2732	2552	329	284	524
FAM65C	8	21	33	57	41	46	391	399	676	108	95	113
FAM66A	0	0	0	0	2	1	8	12	8	4	2	7
FAM66B	0	1	4	0	3	7	11	10	27	9	11	16
FAM66C	11	20	31	32	37	42	139	187	223	87	65	45
FAM66D	9	2	9	6	5	8	33	31	36	8	4	7
FAM66E	0	0	1	0	1	2	3	6	7	3	9	2
FAM69A	173	248	362	163	225	278	1057	1157	1659	165	123	142
FAM69B	86	157	198	159	218	202	135	218	304	737	502	500
FAM69C	0	0	0	68	104	110	0	1	2	167	109	36
FAM71A	0	0	0	1	0	0	1	2	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0	0	0	0	0
FAM71D	1	0	2	1	0	1	2	1	1	0	0	0
FAM71E1	9	7	4	12	25	40	6	12	16	11	10	4
FAM71E2	0	0	2	0	0	2	0	1	0	4	1	2
FAM71F1	7	9	13	6	11	4	3	2	5	10	3	9
FAM71F2	36	63	59	107	150	143	88	122	125	126	108	86
FAM72B	17	26	13	31	18	17	77	46	30	15	13	13
FAM72D	0	0	0	0	0	0	0	0	0	0	0	0
FAM73A	195	243	304	189	253	258	626	648	772	377	253	255
FAM73B	268	364	408	316	404	417	517	581	804	307	214	253
FAM74A3	3	5	7	5	10	9	11	5	8	9	6	6
FAM74A4	2	4	3	7	6	4	2	10	8	4	4	4
FAM76A	46	52	84	108	203	204	255	213	219	125	73	74
FAM76B	102	157	153	164	220	221	685	706	671	255	146	138
FAM78A	3	4	1	6	9	10	24	35	37	25	18	21
FAM78B	7	10	17	1	3	6	9	12	14	37	14	26
FAM81A	4	9	7	16	10	9	28	16	21	26	4	5
FAM81B	0	0	1	0	0	2	0	0	0	0	0	1
FAM83A	0	0	3	2	2	3	2	2	2	4	1	2
FAM83A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FAM83B	12	16	9	11	18	14	20	34	34	10	12	10
FAM83C	5	4	6	0	0	0	0	0	1	0	0	0
FAM83C-AS1	0	0	0	0	0	0	0	1	1	0	0	0
FAM83D	349	432	402	383	199	194	1006	684	399	198	88	107
FAM83E	0	2	2	2	4	2	1	5	3	5	2	0
FAM83F	0	0	0	0	1	0	0	0	0	0	0	0
FAM83G	162	236	239	3	2	7	68	48	57	3	3	18
FAM83H	0	5	9	10	13	17	8	10	13	6	1	5
FAM83H-AS1	11	21	24	8	19	35	22	28	28	32	8	14
FAM84A	45	63	90	442	417	440	68	141	216	220	137	183
FAM84B	2930	3993	3560	446	478	496	1348	1035	924	181	92	137
FAM86A	64	86	96	61	44	54	211	176	148	62	47	41
FAM86B1	12	19	23	26	27	40	56	62	47	22	15	19
FAM86B2	1	1	3	3	2	4	5	3	7	2	4	3
FAM86B3P	25	32	45	40	44	45	86	89	85	44	28	28
FAM86C1	35	45	56	24	22	30	135	117	90	45	39	36
FAM86C2P	13	21	22	13	13	17	69	77	65	27	21	23
FAM86DP	69	97	132	190	117	122	588	537	462	96	75	100
FAM86EP	31	51	59	43	29	34	104	96	87	39	28	41
FAM86FP	8	17	21	7	15	14	43	38	38	26	17	7
FAM86HP	2	12	5	32	15	39	33	42	33	14	9	15
FAM86JP	7	12	18	10	17	6	66	77	76	15	7	11
FAM87A	0	0	0	0	0	0	10	4	13	1	0	0
FAM87B	0	1	1	4	4	0	5	5	7	2	0	1
FAM89A	7	15	28	17	12	21	5	4	3	1	2	0
FAM89B	313	385	530	269	263	333	630	529	540	380	268	313
FAM8A1	186	292	411	251	365	370	968	1159	1337	518	373	407
FAM90A1	0	3	4	8	12	7	27	42	62	22	24	18
FAM90A10P	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A25P	0	1	4	3	5	8	2	3	7	8	4	6
FAM90A27P	0	0	0	0	0	0	0	0	1	0	0	0
FAM90A2P	0	0	0	0	0	3	0	5	0	2	0	1
FAM91A1	407	716	724	424	496	544	2586	2676	2649	746	554	503
FAM92A1	239	363	366	178	228	288	1411	1267	1135	687	393	449
FAM92A1P2	4	1	3	1	4	6	9	4	5	7	0	4
FAM92B	8	20	24	21	45	73	19	27	46	4	5	4
FAM95A	34	44	46	124	133	113	69	54	59	2	1	2
FAM95B1	0	0	0	0	0	0	0	0	0	0	0	0
FAM95C	9	18	12	35	25	38	25	31	43	2	0	2
FAM96A	146	199	203	123	106	115	557	441	519	287	176	202
FAM96B	348	491	579	379	371	470	919	995	1100	421	319	293
FAM98A	430	667	677	433	420	437	1596	1488	1291	444	348	406
FAM98B	216	363	338	290	306	324	842	773	778	638	450	393
FAM98C	77	73	83	95	123	134	91	113	112	85	62	74
FAM9A	0	0	0	0	0	0	0	0	1	0	0	0
FAM9B	0	0	0	0	0	0	0	0	0	0	0	0
FAM9C	1	0	1	0	2	0	5	1	1	1	0	0
FAN1	139	173	217	205	294	338	585	663	835	498	318	344
FANCA	344	496	442	347	206	220	761	501	324	315	183	187
FANCB	83	129	96	74	46	44	191	162	100	39	14	17
FANCC	181	236	208	416	334	371	718	565	497	220	118	118
FANCD2	597	809	666	613	354	343	2360	1470	842	551	294	235
FANCD2OS	0	0	0	0	0	0	1	0	0	0	0	0
FANCE	86	134	126	80	94	86	261	234	179	95	84	62
FANCF	113	165	208	129	157	198	523	447	529	212	149	174
FANCG	367	484	416	436	407	460	905	665	525	281	156	195
FANCI	737	975	804	796	433	427	1775	1139	625	927	533	544
FANCL	69	90	100	130	61	72	270	204	289	98	58	81
FANCM	105	148	127	99	60	76	323	271	204	117	49	65
FANK1	1	3	10	9	25	26	11	31	30	11	14	16
FANK1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FAP	0	0	0	0	0	0	1000	983	1098	62	87	191
FAR1	643	962	969	590	756	806	2873	2490	2261	956	609	564
FAR2	59	88	89	135	113	95	85	104	109	62	33	35
FAR2P1	0	1	0	4	3	2	2	3	1	0	0	0
FAR2P2	10	5	23	36	55	49	11	19	23	27	17	13
FARP1	607	777	887	935	935	973	1575	1503	1204	1235	771	1004
FARP2	117	165	184	431	304	283	247	217	262	157	91	88
FARS2	81	90	98	76	77	88	275	277	304	96	55	64
FARSA	546	822	789	636	602	604	1331	1236	1328	486	341	412
FARSB	521	756	634	556	411	500	1825	1402	1176	449	308	346
FAS	220	335	349	73	64	82	583	664	916	51	38	58
FAS-AS1	3	4	1	4	1	2	7	13	10	0	3	1
FASLG	0	0	0	0	0	0	0	0	0	0	0	0
FASN	6475	10855	11630	4988	6027	6039	18220	14235	11623	8034	5593	6145
FASTK	353	529	580	412	432	550	911	978	1143	604	441	451
FASTKD1	130	196	188	178	213	263	412	352	336	188	127	137
FASTKD2	290	473	497	305	368	321	893	897	792	429	343	324
FASTKD3	66	92	103	98	81	53	194	169	169	85	51	61
FASTKD5	137	197	216	180	193	204	359	377	351	157	81	76
FAT1	2476	3758	4196	4698	6303	7148	4076	4765	5973	7321	5423	5444
FAT2	3	6	4	57	79	89	19	23	40	6	4	3
FAT3	842	1700	1554	95	150	202	814	1226	1831	1483	946	783
FAT4	119	253	294	2	2	0	100	148	158	36	32	73
FATE1	0	0	0	0	0	0	0	0	0	0	0	0
FAU	988	1329	1415	922	945	1141	2635	2490	2550	1160	821	908
FAXC	206	303	292	108	88	96	548	499	526	169	92	73
FAXDC2	17	20	56	183	325	380	227	470	969	221	187	166
FBF1	105	188	191	123	125	133	409	337	357	180	130	123
FBL	822	1010	864	970	867	753	1152	847	651	491	309	423
FBLIM1	816	1124	1394	958	868	1011	2484	2514	2107	651	504	794
FBLL1	7	2	10	44	31	40	14	14	14	10	10	11
FBLN1	494	788	858	1098	1874	2768	2487	2482	2888	202	162	309
FBLN2	0	1	0	5	10	11	23	46	96	31	16	12
FBLN5	1	0	0	35	271	474	80	60	27	112	79	152
FBLN7	157	246	286	268	273	283	268	285	336	265	184	143
FBN1	1197	2081	2515	290	407	571	4779	5100	5317	689	719	1592
FBN2	53	95	104	550	559	521	271	392	418	2038	1797	3372
FBN3	0	2	1	24	20	27	2	0	0	40	23	17
FBP1	0	0	1	0	0	2	0	4	0	0	0	0
FBP2	0	0	0	0	0	0	0	0	0	0	0	0
FBRS	411	581	671	494	633	754	1488	1581	1639	718	516	523
FBRSL1	269	465	478	226	327	384	417	478	693	456	393	380
FBXL12	95	145	182	177	187	219	393	345	410	151	111	96
FBXL13	10	19	18	34	61	61	39	44	49	37	20	26
FBXL14	108	139	152	162	161	231	343	361	398	237	142	149
FBXL15	31	52	74	57	96	106	84	96	158	50	29	31
FBXL16	43	56	52	492	584	651	737	797	769	684	462	500
FBXL17	164	249	271	243	298	342	473	583	715	465	360	334
FBXL18	360	440	555	398	480	472	724	755	878	623	416	462
FBXL19	251	304	444	225	283	276	771	747	827	528	355	418
FBXL19-AS1	89	136	138	73	82	99	195	149	144	114	85	75
FBXL2	192	387	480	58	135	141	428	478	562	117	71	75
FBXL20	242	399	556	238	344	374	664	795	911	450	308	301
FBXL21	2	4	7	0	0	0	0	0	0	0	0	0
FBXL22	0	0	1	1	2	0	2	3	2	6	2	0
FBXL3	197	296	342	239	319	328	1071	1078	1110	516	341	380
FBXL4	108	170	238	99	107	130	519	558	497	161	99	124
FBXL5	888	1316	1539	524	692	802	1907	1868	2201	1055	813	747
FBXL6	89	130	113	62	58	90	237	225	273	110	85	62
FBXL7	68	91	106	256	329	427	565	641	695	252	179	218
FBXL8	11	13	31	6	15	25	61	59	88	21	13	14
FBXO10	114	164	193	266	279	288	465	641	899	371	303	286
FBXO11	418	622	634	862	877	946	2274	2303	2198	1064	723	643
FBXO15	1	1	5	5	20	16	13	30	23	5	5	13
FBXO16	14	12	26	22	17	15	76	87	97	42	25	16
FBXO17	288	457	500	177	195	202	469	369	480	341	250	248
FBXO18	337	482	601	643	685	727	1023	1157	1397	381	254	298
FBXO2	4	13	25	7	39	29	22	55	98	36	29	46
FBXO21	616	934	1035	731	846	995	1654	1826	1954	1007	686	635
FBXO22	182	219	238	83	69	101	279	244	235	254	157	198
FBXO22-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FBXO24	2	4	2	5	6	8	15	17	27	4	0	5
FBXO25	46	86	102	52	99	99	436	491	503	80	69	81
FBXO27	92	131	111	55	57	63	197	172	193	48	34	37
FBXO28	101	165	156	240	301	265	1021	953	965	451	313	375
FBXO3	165	213	268	124	196	191	534	635	647	320	198	214
FBXO30	205	351	333	205	260	234	1056	1040	894	383	264	223
FBXO31	264	368	432	273	394	397	741	767	981	347	219	286
FBXO32	356	676	1040	37	81	137	6258	6646	5413	226	261	348
FBXO33	109	173	198	97	110	117	433	415	370	152	110	122
FBXO34	207	335	377	158	161	144	695	681	707	278	207	184
FBXO36	27	43	44	59	78	90	117	121	156	86	62	46
FBXO38	190	245	311	358	385	381	711	810	851	425	315	326
FBXO39	0	2	2	13	5	10	2	8	8	2	1	2
FBXO4	25	49	48	125	101	90	114	123	112	65	33	35
FBXO40	6	4	7	7	13	15	20	13	14	15	7	3
FBXO41	121	191	234	90	79	106	317	397	483	254	202	166
FBXO42	140	224	259	255	326	347	466	496	544	314	225	216
FBXO43	31	30	24	20	20	12	180	114	96	16	5	7
FBXO44	106	163	234	184	368	410	394	503	866	455	289	275
FBXO45	345	482	466	443	331	375	886	710	588	308	199	212
FBXO46	132	193	231	277	269	290	190	213	222	176	122	137
FBXO47	0	0	0	0	0	0	0	0	0	0	0	0
FBXO48	37	38	33	18	25	24	110	72	61	21	9	13
FBXO5	241	298	266	284	163	168	1233	803	573	370	190	198
FBXO6	35	52	70	36	52	73	74	85	113	61	41	41
FBXO7	319	435	502	554	707	790	2262	2274	2324	787	568	511
FBXO8	70	131	160	60	86	87	325	390	460	176	123	94
FBXO9	312	476	573	377	438	437	1376	1392	1558	471	336	370
FBXW10	0	0	1	0	1	0	3	5	5	1	1	0
FBXW11	543	766	831	912	1035	1117	1756	1944	2077	1275	864	836
FBXW12	0	0	0	3	3	1	1	0	2	3	2	3
FBXW2	825	1151	1322	1335	1390	1540	2494	2595	2842	1062	773	776
FBXW4	137	197	239	217	215	291	474	542	633	184	130	133
FBXW4P1	1	1	1	4	5	1	5	7	7	4	1	2
FBXW5	844	1184	1405	962	1175	1403	1559	1759	2269	627	460	454
FBXW7	255	383	432	133	151	161	472	473	516	326	265	229
FBXW8	237	402	455	324	314	326	855	785	832	476	352	352
FBXW9	68	111	138	102	151	159	222	252	315	121	72	76
FCAMR	0	0	0	0	0	0	0	2	6	0	0	0
FCAR	13	23	23	39	56	39	33	25	35	41	30	19
FCER1G	1	1	3	2	2	1	2	2	2	2	1	3
FCER2	1	0	0	0	1	0	0	0	0	0	0	0
FCF1	279	399	493	221	241	263	1141	1034	887	366	247	288
FCGBP	17	27	37	11	15	14	4	8	20	57	46	40
FCGR1A	0	0	0	1	0	0	2	0	1	1	0	0
FCGR1B	0	1	1	0	4	3	2	1	8	5	6	3
FCGR1C	0	0	0	1	0	1	1	2	1	0	0	0
FCGR2A	3	6	10	32	27	17	0	5	4	112	77	65
FCGR2B	0	0	0	3	0	3	0	1	0	1	0	0
FCGR2C	0	1	0	6	2	3	0	1	0	6	1	3
FCGR3A	0	0	0	0	0	0	0	0	0	1	0	0
FCGR3B	0	0	0	1	0	0	0	0	0	0	0	0
FCGRT	112	212	284	97	217	269	285	499	680	615	421	440
FCHO1	2	1	6	61	148	180	12	31	35	99	53	43
FCHO2	140	186	235	133	178	169	212	206	267	263	174	163
FCHSD1	107	189	231	103	143	169	239	269	330	144	103	119
FCHSD2	111	166	168	362	434	514	602	669	716	593	368	292
FCN2	0	0	0	0	0	0	0	0	0	0	0	0
FCN3	0	0	0	1	2	1	2	0	0	0	0	0
FCRL1	0	1	0	0	0	0	0	1	3	0	0	0
FCRL2	0	0	0	0	0	0	0	0	1	0	0	0
FCRL3	0	0	0	0	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	1	0	0	1	0	2
FCRLA	1	1	1	13	13	7	4	1	1	4	2	1
FCRLB	2	1	5	27	22	11	11	11	11	25	15	10
FDFT1	2128	3572	3691	2338	2850	2899	13637	10464	7514	1857	1151	1816
FDPS	1167	2192	2231	1611	1676	1609	4133	3058	2278	1036	632	946
FDPSP2	15	32	35	34	56	39	37	27	33	41	23	29
FDX1	188	257	304	111	118	120	590	540	514	261	171	189
FDX1L	67	117	125	101	103	123	163	165	191	146	96	101
FDXACB1	27	37	44	34	40	34	81	86	89	78	62	65
FDXR	292	361	380	102	127	129	227	207	251	179	117	126
FECH	306	428	484	368	400	417	1214	1195	1242	270	195	191
FEM1A	425	588	594	598	555	693	931	1065	1073	636	443	467
FEM1B	320	463	527	671	694	858	1340	1403	1456	1344	849	792
FEM1C	273	462	470	685	785	778	1192	1376	1623	375	230	259
FEN1	793	1072	904	605	374	395	1551	1188	837	487	305	329
FENDRR	5	6	12	7	7	7	185	220	229	6	4	7
FER	194	242	252	143	191	188	316	344	424	186	140	117
FER1L4	43	79	176	19	24	36	54	154	305	49	36	36
FER1L5	1	1	2	4	4	5	8	9	12	10	8	10
FER1L6	0	0	0	0	0	0	3	8	7	3	2	4
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	1	0	0	0	0	1	0
FERMT1	275	343	393	50	81	95	330	224	187	73	59	120
FERMT2	296	433	406	567	768	668	1793	1964	2012	1715	1119	1060
FERMT3	5	7	5	25	18	19	71	66	52	5	10	12
FES	2	3	0	2	2	2	2	4	2	2	3	3
FETUB	6	7	12	0	0	0	0	1	0	0	1	1
FEV	0	0	0	10	2	5	0	0	0	0	0	0
FEZ1	470	650	746	1262	1564	1724	1400	1724	2540	1901	1309	986
FEZ2	517	900	931	510	732	750	1718	2101	2520	843	535	542
FEZF1	148	259	201	0	0	0	152	139	160	15	10	15
FEZF1-AS1	172	273	260	0	0	0	211	219	246	23	38	38
FEZF2	0	0	0	0	0	0	1	0	0	1	1	0
FFAR1	0	0	0	0	0	0	0	0	0	0	0	0
FFAR2	3	1	5	6	6	8	10	12	6	7	7	7
FFAR3	0	0	0	0	0	0	0	0	0	0	0	0
FFAR4	7	7	8	5	10	14	8	9	11	16	10	14
FGA	0	0	0	0	0	0	2	1	5	0	0	0
FGB	8	8	7	11	12	13	15	24	19	13	15	10
FGD1	270	393	496	607	648	695	776	810	928	351	231	264
FGD2	0	0	1	1	2	0	0	1	1	0	1	2
FGD3	0	0	0	1	8	6	0	0	0	40	34	16
FGD4	94	141	160	182	186	194	257	203	212	513	366	251
FGD5	0	0	0	1	0	1	0	0	2	0	0	0
FGD5-AS1	1083	1408	1586	2378	2585	2810	5518	5351	5255	2438	1718	1496
FGD5P1	3	8	11	10	14	11	17	20	13	14	8	4
FGD6	36	65	88	47	43	28	248	184	203	141	96	119
FGF1	67	83	143	207	650	649	210	335	677	450	308	243
FGF10	0	0	0	0	0	0	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FGF11	9	20	20	15	26	18	225	294	462	277	187	100
FGF12	363	619	636	115	216	233	995	1131	1188	93	50	102
FGF13	43	55	65	4	9	18	567	475	593	73	64	127
FGF13-AS1	0	0	2	0	0	0	0	1	3	0	0	0
FGF14	18	31	14	76	45	60	77	79	51	6	2	6
FGF14-AS2	1	0	1	27	26	21	48	45	45	21	12	12
FGF14-IT1	0	0	0	0	2	0	0	0	0	1	0	1
FGF16	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	1	0	1	0	1	0	2	3	7	5	2	1
FGF18	0	0	1	0	2	2	26	17	15	1	1	6
FGF19	1	0	1	0	0	0	0	0	0	0	1	1
FGF2	547	749	785	111	201	245	1281	1581	1734	386	341	342
FGF20	1	0	0	0	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	1	0	0	0	0	0	0	0
FGF22	3	2	9	1	1	0	1	3	1	5	0	2
FGF23	0	0	0	0	0	0	2	1	1	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	1	0
FGF5	12	20	25	33	44	31	94	83	71	59	35	60
FGF6	0	0	0	0	0	0	0	0	0	0	0	1
FGF7	0	0	0	8	6	4	2	1	5	7	3	6
FGF8	0	0	0	0	2	2	0	1	0	0	0	0
FGF9	1	5	9	6	7	1	7	4	3	22	9	8
FGFBP1	4	3	0	0	0	0	2	0	1	0	0	0
FGFBP2	0	0	3	0	1	3	0	6	9	6	10	14
FGFBP3	71	160	157	1637	2508	1813	524	630	399	269	121	78
FGFR1	559	792	1350	1413	1779	1914	1528	2055	2703	2444	1796	2400
FGFR1OP	138	221	193	244	251	271	742	644	678	290	215	174
FGFR1OP2	143	218	256	222	288	346	461	483	532	284	229	215
FGFR2	90	91	118	373	816	1111	43	71	117	168	104	105
FGFR3	106	138	274	93	280	336	97	172	325	1057	835	566
FGFR4	10	13	26	11	16	16	41	45	55	7	9	13
FGFRL1	602	830	1035	840	1016	1122	3150	4378	4349	1371	1068	1603
FGG	0	1	0	0	0	1	2	1	0	0	0	0
FGGY	16	20	36	77	80	81	172	187	197	62	34	47
FGL1	0	0	0	0	0	0	0	0	0	0	0	1
FGL2	2	3	6	4	5	4	12	32	34	10	6	8
FGR	0	0	0	1	0	0	0	1	1	0	0	1
FH	343	459	488	697	602	594	1799	1473	1216	444	329	329
FHAD1	5	4	6	69	153	135	9	12	21	30	22	14
FHDC1	104	190	325	66	85	66	419	555	500	83	70	55
FHIT	0	1	1	43	50	45	27	53	71	25	24	14
FHL1	359	560	730	1765	2369	2186	2250	2974	3802	1542	1141	947
FHL2	477	650	656	505	472	535	1961	1422	1100	70	65	167
FHL3	91	159	226	272	412	455	454	481	539	177	153	229
FHL5	0	0	0	0	0	0	0	0	0	0	0	0
FHOD1	285	345	585	57	49	49	759	701	695	175	133	212
FHOD3	298	393	411	610	717	804	1074	799	876	203	154	153
FIBCD1	1	1	4	3	4	4	85	107	74	48	30	48
FIBIN	34	75	116	267	500	479	180	216	391	187	152	180
FIBP	245	338	367	337	371	370	703	748	688	546	391	418
FICD	44	57	73	51	47	64	120	134	139	63	52	39
FIG4	179	256	284	178	233	220	675	716	752	244	145	134
FIGF	0	0	1	0	1	4	1	5	2	2	0	2
FIGLA	0	0	0	0	1	3	0	0	1	0	0	0
FIGN	49	62	83	263	408	435	403	426	580	451	272	260
FIGNL1	284	386	299	250	173	194	744	542	461	307	196	218
FIGNL2	0	0	3	11	20	14	25	47	126	59	33	59
FILIP1	43	67	65	8	4	10	81	84	115	32	13	17
FILIP1L	186	381	958	540	769	910	1803	1455	1189	110	68	95
FIP1L1	416	582	616	580	635	620	1537	1467	1329	573	389	387
FIRRE	15	21	22	35	45	46	32	38	37	4	8	6
FIS1	288	372	488	406	512	591	850	1038	1214	720	579	555
FITM1	0	0	2	2	0	3	5	3	3	4	1	0
FITM2	46	81	65	64	68	48	112	137	164	46	37	37
FIZ1	95	103	142	144	180	216	152	161	188	149	120	153
FJX1	367	508	525	400	574	757	311	306	224	723	607	440
FKBP10	924	1257	1723	1272	1314	1474	4418	5191	6474	3377	2444	2848
FKBP11	88	149	146	43	61	69	181	143	155	73	61	82
FKBP14	296	487	547	410	376	487	896	846	819	620	404	497
FKBP15	338	517	613	580	634	656	1368	1523	1642	617	418	407
FKBP1A	1011	1501	1695	1784	1545	1537	3362	3495	3090	1152	873	989
FKBP1AP1	24	25	28	68	67	72	94	94	80	58	36	47
FKBP1A-SDCBP2	1	0	0	1	2	0	0	0	1	0	0	0
FKBP1B	44	62	107	30	71	74	187	263	271	62	33	34
FKBP2	163	218	254	143	158	154	497	538	535	299	193	206
FKBP3	458	636	640	398	356	346	1655	1365	1111	548	368	395
FKBP4	1646	2204	2020	1119	992	1001	3540	2973	2625	547	434	536
FKBP5	315	489	460	463	381	363	1280	1073	788	205	98	104
FKBP6	2	6	6	5	3	5	5	11	8	6	8	9
FKBP7	35	52	66	72	90	82	168	185	183	175	149	167
FKBP8	966	1479	1933	1408	1991	2242	3202	4292	5240	1724	1303	1449
FKBP9	1015	1503	1932	1044	1369	1555	3093	3813	4506	2550	1970	2090
FKBP9P1	8	23	23	20	12	15	29	23	31	48	34	29
FKBPL	49	54	58	30	25	32	133	150	164	47	31	34
FKRP	182	266	296	182	186	228	332	321	360	313	223	262
FKSG29	1	0	0	1	0	0	2	2	2	0	1	0
FKTN	275	441	480	680	867	871	1773	1759	1928	692	516	409
FLAD1	183	240	280	262	283	314	423	374	460	280	203	229
FLCN	255	452	513	186	310	307	839	899	1170	637	462	419
FLG	1778	3765	3655	114	181	327	57	57	34	1	0	1
FLG2	8	14	19	13	14	22	9	9	9	13	2	10
FLG-AS1	70	135	119	47	108	132	14	9	10	1	0	3
FLI1	0	0	0	0	2	3	74	60	61	1	0	3
FLII	2257	3307	3607	580	640	794	4988	4326	4171	1173	816	1055
FLJ10038	20	37	50	61	126	117	268	263	313	93	58	79
FLJ12825	15	13	17	21	30	19	32	22	40	27	12	15
FLJ13224	2	9	5	1	2	1	1	4	3	1	1	2
FLJ16171	1	1	0	0	0	3	3	1	6	2	3	4
FLJ16779	0	0	0	8	17	19	2	0	0	103	127	69
FLJ20021	19	19	49	10	6	6	55	58	56	24	17	17
FLJ21408	0	1	0	0	1	0	1	0	2	1	2	1
FLJ22184	277	427	536	329	605	690	232	324	355	528	346	281
FLJ22447	0	0	0	1	1	0	7	6	10	0	0	0
FLJ23867	73	111	185	17	22	32	75	100	146	33	32	42
FLJ25758	0	0	0	0	0	0	0	0	1	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26850	1	0	1	2	6	7	1	2	0	7	6	2
FLJ27354	4	0	2	0	2	2	0	3	2	3	1	0
FLJ30403	13	18	24	30	32	41	26	31	50	36	21	16
FLJ30679	2	1	1	2	3	1	4	4	3	4	2	0
FLJ31104	8	16	22	15	23	22	28	24	24	20	18	14
FLJ31306	133	200	222	239	213	257	762	773	869	470	358	327
FLJ31356	11	13	39	8	17	16	21	15	20	17	7	15
FLJ31662	11	21	24	23	47	47	64	50	66	25	32	31
FLJ32255	23	44	56	37	43	65	178	264	353	138	85	79
FLJ33360	2	6	3	3	7	4	3	3	9	2	2	1
